Order_ID,Customer_Name,Industry,Product,City_Province,Order_Date,Shipping_Date,Units_Sold,Price_per_Unit,Status
ORD2023695,Bell,Hospitality,LED Signage,"Montreal, Quebec",11/11/2023,2023-11-16,115,$154.47,Shipped
ORD2023696,Walmart,Events,,"Calgary, Alberta",2023-05-04,07-May-2023,29,$436.3,Processing
ORD2023697,Bell,Sports,Fabric Display,"Vancouver, British Columbia",2023-06-05,2023-06-07,172,268.21,Delivered
ORD2023698,Lululemon,Hospitality,Banner Print," Winnipeg, Manitoba ",2023-08-06,08-Aug-2023,40,$405.44,Shipped
ORD2023699,Bell,Sports,banner print,"Edmonton, Alberta",10/10/2023,16-Oct-2023,30,147.93,Processing
ORD2023700,Walmart,Retail,LED Signage,"Surrey, British Columbia",2023-03-28,2023-03-30,27,103.64,Shipped
ORD2023701,Adidas,Sports,Acrylic Panel,"Brampton, Ontario",2023-10-19,25-Oct-2023,132,$182.67,Delivered
ORD2023702,Nike,Sports,Banner Print," Winnipeg, Manitoba ",2023-09-16,2023-09-19,15,275.9,Shipped
ORD2023703,Lululemon,Hospitality,Banner Print," Winnipeg, Manitoba ",08/05/2023,13-May-2023,48,$69.27,Processing
ORD2023704,Nike,Construction,Lightbox Frame,"Montreal, Quebec",10/01/2023,16-Jan-2023,78,$362.94,Shipped
ORD2023705,Rogers,Sports,Banner Print,"Quebec City, Quebec",2023-01-09,14-Jan-2023,110,360.81,Delivered
ORD2023706,Rogers,Hospitality,,"Mississauga, Ontario",26/07/2023,01-Aug-2023,58,156.37,Shipped
ORD2023707,Walmart,Hospitality,LED Signage,"Quebec City, Quebec",24/08/2023,28-Aug-2023,8,468.69,Delivered
ORD2023708,Nike,Retail,Fabric Display,"Montreal, Quebec",2023-07-14,16-Jul-2023,64,53.89,Delivered
ORD2023709,Nike,Events,,"Toronto, Ontario",2023-03-29,2023-04-02,140,220.03,Processing
ORD2023710,Cineplex,Events,LED signage,"Brampton, Ontario",2023-02-01,05-Feb-2023,20,$84.54,Delivered
ORD2023711,Bell,Events,Banner Print,"Halifax, Nova Scotia",2023-10-09,2023-10-11,23,$380.98,Shipped
ORD2023712,Bell,Events,,"Surrey, British Columbia",2023-12-11,14-Dec-2023,124,261.0,Shipped
ORD2023713,Adidas,Construction,Acrylic Panel," Winnipeg, Manitoba ",02/01/2023,2023-01-06,1,243.7,Processing
ORD2023714,Cineplex,Construction,Banner Print," Winnipeg, Manitoba ",25/10/2023,2023-10-30,157,55.49,Delivered
ORD2023715,Walmart,Construction,Fabric Display,"Calgary, Alberta",12/07/2023,15-Jul-2023,146,$383.54,Delivered
ORD2023716,Nike,Events,Fabric Display,"Quebec City, Quebec",30/04/2023,02-May-2023,49,$309.88,Processing
ORD2023717,Bell,Sports,Lightbox Frame,"Halifax, Nova Scotia",2023-07-13,2023-07-19,68,$268.56,Shipped
ORD2023718,Cineplex,Construction,LED signage,"Brampton, Ontario",31/12/2023,2024-01-05,161,119.36,Shipped
ORD2023719,FIFA,Hospitality,Banner Print,"Montreal, Quebec",14/05/2023,2023-05-15,36,$257.74,Processing
ORD2023720,Walmart,Hospitality,Lightbox Frame,"Vancouver, British Columbia",01/01/2023,2023-01-05,174,68.34,Delivered
ORD2023721,Walmart,Hospitality,Fabric Display," Winnipeg, Manitoba ",2023-09-22,2023-09-24,66,316.33,Shipped
ORD2023722,Walmart,Events,Fabric Display,"Vancouver, British Columbia",2023-03-07,2023-03-13,9,138.2,Processing
ORD2023723,Nike,Sports,Acrylic Panel,"Mississauga, Ontario",15/04/2023,2023-04-17,142,$236.5,Delivered
ORD2023724,Lululemon,Hospitality,Lightbox Frame,"Halifax, Nova Scotia",30/10/2023,2023-11-02,1,$311.52,Processing
ORD2023725,Adidas,Events,,"Toronto, Ontario",2023-03-29,2023-03-31,25,245.76,Delivered
ORD2023726,Nike,Retail,Lightbox Frame,"Edmonton, Alberta",23/05/2023,29-May-2023,178,$122.58,Processing
ORD2023727,FIFA,Construction,Banner Print,"Vancouver, British Columbia",2023-03-14,20-Mar-2023,19,175.98,Shipped
ORD2023728,Cineplex,Construction,,"Calgary, Alberta",2023-02-01,04-Feb-2023,126,370.61,Processing
ORD2023729,Cineplex,Retail,Lightbox Frame,"Calgary, Alberta",2023-12-31,05-Jan-2024,174,$234.55,Processing
ORD2023730,Bell,Events,Fabric Display,"Surrey, British Columbia",2023-03-11,17-Mar-2023,41,$128.3,Processing
ORD2023731,Nike,Events,Acrylic Panel,"Calgary, Alberta",2023-10-09,10-Oct-2023,24,$274.35,Processing
ORD2023732,Cineplex,Sports,Lightbox Frame,"Toronto, Ontario",2023-01-25,30-Jan-2023,50,$465.97,Delivered
ORD2023733,Cineplex,Retail,Fabric Display," Winnipeg, Manitoba ",01/02/2023,04-Feb-2023,71,$456.23,Shipped
ORD2023734,Adidas,Events,Banner Print,"Surrey, British Columbia",12/10/2023,15-Oct-2023,193,$484.13,Processing
ORD2023735,Adidas,Construction,Acrylic Panel,"Brampton, Ontario",19/07/2023,2023-07-21,74,$117.18,Processing
ORD2023736,Adidas,Construction,Banner Print,"Edmonton, Alberta",21/08/2023,2023-08-27,139,$189.45,Shipped
ORD2023737,Lululemon,Events,LED Signage,"Quebec City, Quebec",2023-11-27,2023-12-01,152,$445.83,Delivered
ORD2023738,Walmart,Retail,LED signage,"Edmonton, Alberta",2023-06-21,24-Jun-2023,163,177.21,Processing
ORD2023739,Adidas,Retail,LED Signage,"Vancouver, British Columbia",11/05/2023,2023-05-16,126,$42.66,Processing
ORD2023740,Rogers,Events,Acrylic Panel," Winnipeg, Manitoba ",16/06/2023,19-Jun-2023,107,$446.46,Shipped
ORD2023741,Rogers,Hospitality,LED Signage,"Halifax, Nova Scotia",20/11/2023,2023-11-25,63,294.74,Processing
ORD2023742,Bell,Retail,Lightbox Frame,"Quebec City, Quebec",2023-07-13,2023-07-16,117,$274.37,Shipped
ORD2023743,Nike,Sports,LED signage,"Toronto, Ontario",14/12/2023,2023-12-20,191,371.18,Shipped
ORD2023744,Lululemon,Hospitality,Fabric Display,"Montreal, Quebec",2023-05-17,2023-05-18,22,321.19,Delivered
ORD2023745,Cineplex,Construction,LED signage,"Calgary, Alberta",2023-10-22,2023-10-26,20,34.9,Shipped
ORD2023746,FIFA,Retail,Lightbox Frame,"Calgary, Alberta",15/06/2023,17-Jun-2023,92,418.66,Processing
ORD2023747,Nike,Construction,Lightbox Frame,"Calgary, Alberta",2023-10-24,2023-10-26,34,468.4,Processing
ORD2023748,Nike,Hospitality,Acrylic Panel,"Montreal, Quebec",2023-11-22,25-Nov-2023,130,$109.27,Processing
ORD2023749,Adidas,Sports,,"Quebec City, Quebec",14/05/2023,2023-05-16,168,$318.97,Processing
ORD2023750,Rogers,Construction,banner print,"Brampton, Ontario",2023-10-14,18-Oct-2023,176,264.6,Shipped
ORD2023751,Lululemon,Hospitality,Fabric Display,"Surrey, British Columbia",2023-03-13,17-Mar-2023,11,$489.26,Delivered
ORD2023752,Nike,Hospitality,Lightbox Frame,"Quebec City, Quebec",2023-08-21,2023-08-27,189,$463.43,Delivered
ORD2023753,Lululemon,Hospitality,Banner Print," Winnipeg, Manitoba ",2023-01-01,2023-01-02,94,443.98,Processing
ORD2023754,Cineplex,Hospitality,LED signage,"Vancouver, British Columbia",2023-09-07,2023-09-13,40,$273.72,Delivered
ORD2023755,Lululemon,Retail,Lightbox Frame,"Halifax, Nova Scotia",08/04/2023,11-Apr-2023,127,$317.42,Shipped
ORD2023756,Adidas,Sports,LED signage,"Toronto, Ontario",02/04/2023,2023-04-08,103,$472.32,Delivered
ORD2023757,Rogers,Retail,Acrylic Panel,"Brampton, Ontario",10/06/2023,2023-06-16,175,$260.38,Processing
ORD2023758,Lululemon,Sports,Banner Print,"Montreal, Quebec",29/08/2023,2023-08-30,96,$417.06,Delivered
ORD2023759,Lululemon,Hospitality,Banner Print,"Quebec City, Quebec",2023-03-28,2023-04-02,54,68.32,Shipped
ORD2023760,Nike,Construction,LED signage,"Montreal, Quebec",2023-11-25,2023-11-30,26,481.91,Delivered
ORD2023761,Bell,Sports,LED signage,"Montreal, Quebec",08/03/2023,14-Mar-2023,152,$338.27,Delivered
ORD2023762,Nike,Hospitality,Lightbox Frame,"Mississauga, Ontario",2023-02-02,06-Feb-2023,150,351.96,Processing
ORD2023763,Walmart,Retail,Lightbox Frame,"Halifax, Nova Scotia",12/04/2023,16-Apr-2023,94,416.89,Delivered
ORD2023764,Rogers,Hospitality,LED Signage,"Mississauga, Ontario",2023-12-11,2023-12-15,26,$235.07,Delivered
ORD2023765,Adidas,Retail,LED signage,"Toronto, Ontario",24/06/2023,2023-06-29,7,178.55,Processing
ORD2023766,Nike,Sports,,"Mississauga, Ontario",15/08/2023,2023-08-19,150,499.28,Processing
ORD2023767,Rogers,Events,Fabric Display,"Calgary, Alberta",2023-08-11,2023-08-17,199,394.96,Processing
ORD2023768,Rogers,Events,," Winnipeg, Manitoba ",14/11/2023,16-Nov-2023,23,$81.04,Shipped
ORD2023769,FIFA,Retail,Lightbox Frame," Winnipeg, Manitoba ",08/11/2023,10-Nov-2023,69,$401.47,Processing
ORD2023770,Cineplex,Retail,LED Signage,"Surrey, British Columbia",2023-03-08,12-Mar-2023,54,277.2,Processing
ORD2023771,Rogers,Construction,,"Calgary, Alberta",13/06/2023,2023-06-15,85,436.91,Shipped
ORD2023772,Lululemon,Events,,"Mississauga, Ontario",2023-06-21,2023-06-26,77,188.78,Processing
ORD2023773,Adidas,Hospitality,Fabric Display,"Vancouver, British Columbia",14/03/2023,2023-03-16,137,$321.16,Processing
ORD2023774,Cineplex,Hospitality,Lightbox Frame,"Halifax, Nova Scotia",2023-03-08,09-Mar-2023,103,$351.92,Delivered
ORD2023775,Lululemon,Construction,LED Signage,"Mississauga, Ontario",2023-05-12,2023-05-14,97,$197.87,Delivered
ORD2023776,Bell,Hospitality,LED Signage,"Vancouver, British Columbia",12/12/2023,2023-12-14,164,233.42,Delivered
ORD2023777,FIFA,Construction,Lightbox Frame,"Brampton, Ontario",2023-10-28,03-Nov-2023,107,44.34,Shipped
ORD2023778,Lululemon,Events,,"Toronto, Ontario",2023-09-10,2023-09-12,42,$209.82,Delivered
ORD2023779,Cineplex,Retail,Lightbox Frame," Winnipeg, Manitoba ",25/02/2023,26-Feb-2023,155,$461.52,Delivered
ORD2023780,Adidas,Hospitality,banner print,"Toronto, Ontario",2023-12-14,18-Dec-2023,194,51.53,Processing
ORD2023781,Bell,Construction,Lightbox Frame,"Vancouver, British Columbia",2023-04-27,2023-05-03,19,$276.56,Delivered
ORD2023782,Cineplex,Sports,Banner Print,"Edmonton, Alberta",2023-04-22,2023-04-28,104,279.92,Shipped
ORD2023783,Bell,Retail,banner print,"Halifax, Nova Scotia",2023-10-02,2023-10-06,72,$160.04,Delivered
ORD2023784,Adidas,Retail,Banner Print,"Surrey, British Columbia",2023-02-02,2023-02-08,19,$410.5,Delivered
ORD2023785,Cineplex,Sports,,"Edmonton, Alberta",13/07/2023,18-Jul-2023,112,$346.86,Delivered
ORD2023786,Bell,Construction,banner print,"Calgary, Alberta",19/07/2023,22-Jul-2023,58,$207.15,Shipped
ORD2023787,Nike,Construction,LED Signage,"Mississauga, Ontario",07/04/2023,2023-04-13,195,$28.62,Shipped
ORD2023788,Rogers,Retail,,"Brampton, Ontario",21/10/2023,24-Oct-2023,119,$451.97,Shipped
ORD2023789,Rogers,Sports,," Winnipeg, Manitoba ",24/05/2023,2023-05-26,140,401.5,Processing
ORD2023790,Bell,Events,Banner Print,"Brampton, Ontario",03/03/2023,2023-03-04,61,456.21,Shipped
ORD2023791,Bell,Hospitality,LED Signage,"Mississauga, Ontario",2023-12-25,29-Dec-2023,187,$207.47,Delivered
ORD2023792,Cineplex,Hospitality,Lightbox Frame,"Calgary, Alberta",13/01/2023,2023-01-14,112,195.63,Delivered
ORD2023793,Bell,Sports,Banner Print,"Brampton, Ontario",2023-04-11,13-Apr-2023,146,$370.61,Delivered
ORD2023794,Cineplex,Sports,LED Signage," Winnipeg, Manitoba ",2023-05-12,2023-05-15,62,$416.58,Delivered
ORD2023795,Walmart,Retail,LED signage," Winnipeg, Manitoba ",18/03/2023,24-Mar-2023,131,273.95,Delivered
ORD2023796,Walmart,Construction,Lightbox Frame,"Edmonton, Alberta",12/01/2023,2023-01-14,200,$476.46,Delivered
ORD2023797,FIFA,Events,banner print,"Mississauga, Ontario",01/07/2023,2023-07-04,147,$193.48,Delivered
ORD2023798,Lululemon,Construction,,"Mississauga, Ontario",07/03/2023,2023-03-09,97,258.32,Shipped
ORD2023799,Cineplex,Events,Lightbox Frame,"Toronto, Ontario",06/01/2023,10-Jan-2023,166,$356.34,Shipped
ORD2023800,Bell,Retail,Banner Print,"Calgary, Alberta",15/12/2023,17-Dec-2023,71,$145.65,Processing
ORD2023801,Bell,Construction,Lightbox Frame,"Edmonton, Alberta",2023-08-15,2023-08-18,155,$362.51,Shipped
ORD2023802,Bell,Hospitality,LED signage,"Toronto, Ontario",30/04/2023,2023-05-03,32,302.65,Delivered
ORD2023803,Nike,Construction,Banner Print," Winnipeg, Manitoba ",22/02/2023,2023-02-28,23,43.21,Processing
ORD2023804,Lululemon,Construction,Fabric Display,"Brampton, Ontario",22/11/2023,2023-11-25,164,$420.96,Shipped
ORD2023805,Adidas,Hospitality,Fabric Display,"Surrey, British Columbia",12/10/2023,13-Oct-2023,53,$454.7,Shipped
ORD2023806,Nike,Retail,,"Halifax, Nova Scotia",2023-04-12,2023-04-15,89,300.05,Processing
ORD2023807,Rogers,Construction,banner print,"Surrey, British Columbia",20/10/2023,26-Oct-2023,187,214.94,Delivered
ORD2023808,Bell,Sports,LED Signage,"Mississauga, Ontario",2023-08-14,2023-08-15,21,$314.0,Processing
ORD2023809,Cineplex,Construction,LED signage,"Toronto, Ontario",30/08/2023,04-Sep-2023,176,$391.2,Delivered
ORD2023810,Rogers,Events,LED Signage," Winnipeg, Manitoba ",2023-10-17,2023-10-21,106,290.6,Shipped
ORD2023811,Bell,Construction,LED Signage,"Brampton, Ontario",2023-05-07,13-May-2023,2,389.18,Processing
ORD2023812,Cineplex,Retail,Lightbox Frame,"Mississauga, Ontario",27/07/2023,2023-07-31,6,$94.41,Processing
ORD2023813,Bell,Construction,Lightbox Frame,"Vancouver, British Columbia",21/03/2023,2023-03-24,16,$252.31,Processing
ORD2023814,FIFA,Hospitality,LED signage,"Halifax, Nova Scotia",27/08/2023,2023-09-01,53,249.44,Delivered
ORD2023815,Cineplex,Retail,,"Surrey, British Columbia",16/03/2023,2023-03-17,158,$173.68,Processing
ORD2023816,Walmart,Events,Fabric Display,"Surrey, British Columbia",2023-07-18,2023-07-20,57,$391.96,Shipped
ORD2023817,Cineplex,Sports,banner print,"Toronto, Ontario",2023-02-25,2023-03-03,154,$280.37,Delivered
ORD2023818,Nike,Retail,LED signage,"Mississauga, Ontario",2023-01-01,06-Jan-2023,26,$403.96,Processing
ORD2023819,FIFA,Sports,banner print,"Mississauga, Ontario",2023-10-04,10-Oct-2023,138,90.58,Processing
ORD2023820,Rogers,Sports,LED signage,"Montreal, Quebec",2023-06-15,20-Jun-2023,54,200.81,Processing
ORD2023821,Rogers,Construction,LED Signage,"Mississauga, Ontario",05/06/2023,2023-06-07,33,$357.74,Processing
ORD2023822,Cineplex,Events,LED Signage,"Toronto, Ontario",2023-09-09,2023-09-12,87,$184.76,Delivered
ORD2023823,FIFA,Hospitality,banner print,"Calgary, Alberta",15/12/2023,20-Dec-2023,33,348.29,Shipped
ORD2023824,Walmart,Sports,Fabric Display,"Montreal, Quebec",12/04/2023,2023-04-15,32,434.33,Processing
ORD2023825,Cineplex,Hospitality,Acrylic Panel,"Brampton, Ontario",2023-09-09,14-Sep-2023,133,103.06,Shipped
ORD2023826,Nike,Hospitality,Lightbox Frame,"Brampton, Ontario",23/12/2023,25-Dec-2023,173,$21.68,Shipped
ORD2023827,Walmart,Retail,banner print,"Brampton, Ontario",2023-11-08,10-Nov-2023,21,180.88,Delivered
ORD2023828,Walmart,Events,Banner Print,"Edmonton, Alberta",27/07/2023,29-Jul-2023,178,$101.98,Shipped
ORD2023829,Bell,Sports,Lightbox Frame,"Surrey, British Columbia",2023-03-13,18-Mar-2023,130,$395.29,Delivered
ORD2023830,Adidas,Hospitality,Lightbox Frame,"Brampton, Ontario",2023-03-01,2023-03-04,159,332.58,Delivered
ORD2023831,Rogers,Events,LED Signage," Winnipeg, Manitoba ",2023-03-21,2023-03-25,117,116.02,Processing
ORD2023832,Nike,Sports,Fabric Display,"Calgary, Alberta",2023-09-06,2023-09-10,158,$492.59,Shipped
ORD2023833,Lululemon,Events,,"Montreal, Quebec",17/06/2023,2023-06-23,89,305.73,Processing
ORD2023834,Adidas,Sports,Lightbox Frame,"Calgary, Alberta",2023-08-14,19-Aug-2023,129,121.73,Processing
ORD2023835,Cineplex,Events,Banner Print," Winnipeg, Manitoba ",27/03/2023,2023-04-02,99,$440.47,Processing
ORD2023836,Bell,Construction,banner print,"Surrey, British Columbia",2023-06-25,2023-06-29,8,77.37,Delivered
ORD2023837,Adidas,Sports,,"Edmonton, Alberta",20/12/2023,25-Dec-2023,91,213.81,Processing
ORD2023838,Cineplex,Construction,,"Surrey, British Columbia",2023-03-14,2023-03-17,37,440.57,Delivered
ORD2023839,FIFA,Retail,LED signage,"Montreal, Quebec",13/06/2023,14-Jun-2023,69,$215.73,Delivered
ORD2023840,Rogers,Retail,Banner Print,"Calgary, Alberta",02/09/2023,05-Sep-2023,114,140.76,Shipped
ORD2023841,Bell,Sports,Fabric Display,"Vancouver, British Columbia",2023-11-20,2023-11-25,152,128.67,Shipped
ORD2023842,Nike,Events,Acrylic Panel,"Toronto, Ontario",2023-09-06,08-Sep-2023,24,264.31,Processing
ORD2023843,Cineplex,Hospitality,Banner Print,"Vancouver, British Columbia",2023-04-16,17-Apr-2023,147,70.99,Processing
ORD2023844,Lululemon,Hospitality,LED Signage,"Toronto, Ontario",2023-11-07,08-Nov-2023,37,$34.91,Shipped
ORD2023845,Walmart,Construction,," Winnipeg, Manitoba ",11/02/2023,2023-02-14,57,$405.47,Processing
ORD2023846,FIFA,Hospitality,LED signage,"Surrey, British Columbia",2023-04-12,17-Apr-2023,180,$457.7,Delivered
ORD2023847,Adidas,Retail,,"Quebec City, Quebec",2023-03-05,2023-03-07,55,369.14,Delivered
ORD2023848,Bell,Hospitality,Banner Print,"Montreal, Quebec",29/10/2023,04-Nov-2023,82,$443.33,Delivered
ORD2023849,Lululemon,Retail,LED Signage,"Halifax, Nova Scotia",2023-09-11,16-Sep-2023,152,94.75,Delivered
ORD2023850,Bell,Events,Banner Print,"Calgary, Alberta",02/05/2023,08-May-2023,126,467.49,Processing
ORD2023851,Bell,Events,Acrylic Panel,"Surrey, British Columbia",2023-08-24,2023-08-29,157,260.55,Delivered
ORD2023852,FIFA,Sports,Fabric Display,"Montreal, Quebec",2023-09-10,2023-09-11,163,$356.61,Shipped
ORD2023853,Bell,Hospitality,Acrylic Panel,"Toronto, Ontario",2023-03-06,2023-03-11,120,$199.21,Processing
ORD2023854,Rogers,Sports,Banner Print,"Calgary, Alberta",2023-04-05,09-Apr-2023,101,$101.49,Delivered
ORD2023855,Nike,Events,Fabric Display,"Surrey, British Columbia",2023-05-20,23-May-2023,98,455.54,Processing
ORD2023856,Rogers,Retail,Fabric Display,"Brampton, Ontario",2023-12-18,23-Dec-2023,3,$441.41,Processing
ORD2023857,FIFA,Hospitality,Banner Print,"Quebec City, Quebec",2023-06-26,02-Jul-2023,171,$134.52,Delivered
ORD2023858,Bell,Hospitality,," Winnipeg, Manitoba ",20/11/2023,2023-11-26,168,10.52,Shipped
ORD2023859,Adidas,Sports,LED signage,"Edmonton, Alberta",2023-07-23,2023-07-29,115,$385.01,Processing
ORD2023860,FIFA,Construction,,"Quebec City, Quebec",14/06/2023,16-Jun-2023,9,$406.63,Shipped
ORD2023861,FIFA,Sports,LED signage,"Halifax, Nova Scotia",2023-10-10,15-Oct-2023,31,321.08,Shipped
ORD2023862,Bell,Construction,LED signage,"Brampton, Ontario",25/01/2023,2023-01-27,34,399.65,Delivered
ORD2023863,Rogers,Events,,"Brampton, Ontario",15/12/2023,2023-12-21,187,345.72,Shipped
ORD2023864,Walmart,Retail,Banner Print,"Quebec City, Quebec",2023-08-15,21-Aug-2023,14,104.79,Shipped
ORD2023865,Rogers,Events,Acrylic Panel,"Brampton, Ontario",2023-04-08,2023-04-12,69,397.14,Shipped
ORD2023866,Bell,Construction,LED Signage," Winnipeg, Manitoba ",2023-07-09,12-Jul-2023,44,$107.71,Shipped
ORD2023867,Bell,Retail,Fabric Display,"Calgary, Alberta",09/12/2023,14-Dec-2023,108,$493.85,Delivered
ORD2023868,Bell,Construction,LED signage,"Toronto, Ontario",05/10/2023,07-Oct-2023,103,343.09,Delivered
ORD2023869,Adidas,Construction,Fabric Display,"Montreal, Quebec",04/01/2023,10-Jan-2023,164,$297.76,Shipped
ORD2023870,Bell,Events,Acrylic Panel,"Vancouver, British Columbia",26/04/2023,2023-04-28,69,480.12,Shipped
ORD2023871,Nike,Events,Lightbox Frame,"Quebec City, Quebec",2023-04-02,2023-04-05,85,$471.9,Processing
ORD2023872,Adidas,Retail,Lightbox Frame,"Edmonton, Alberta",2023-05-28,01-Jun-2023,7,$89.22,Shipped
ORD2023873,Nike,Events,LED Signage,"Vancouver, British Columbia",13/05/2023,2023-05-19,20,229.81,Processing
ORD2023874,Cineplex,Retail,Lightbox Frame,"Toronto, Ontario",07/06/2023,2023-06-09,94,470.26,Processing
ORD2023875,FIFA,Construction,Acrylic Panel," Winnipeg, Manitoba ",2023-02-18,2023-02-23,22,$227.32,Delivered
ORD2023876,Cineplex,Events,Fabric Display,"Montreal, Quebec",2023-10-14,2023-10-15,23,$478.37,Processing
ORD2023877,Bell,Construction,LED Signage," Winnipeg, Manitoba ",2023-04-15,20-Apr-2023,21,15.44,Shipped
ORD2023878,Bell,Sports,LED signage,"Edmonton, Alberta",27/10/2023,29-Oct-2023,175,302.52,Delivered
ORD2023879,FIFA,Events,Acrylic Panel,"Brampton, Ontario",28/05/2023,31-May-2023,89,457.55,Processing
ORD2023880,Lululemon,Retail,Fabric Display,"Montreal, Quebec",25/12/2023,28-Dec-2023,102,445.43,Processing
ORD2023881,Cineplex,Hospitality,banner print,"Edmonton, Alberta",25/01/2023,2023-01-27,196,$205.12,Delivered
ORD2023882,Nike,Construction,LED Signage," Winnipeg, Manitoba ",08/02/2023,2023-02-14,82,$276.24,Shipped
ORD2023883,Adidas,Events,Banner Print,"Halifax, Nova Scotia",2023-09-04,2023-09-10,171,$161.66,Processing
ORD2023884,Cineplex,Sports,Banner Print,"Surrey, British Columbia",18/10/2023,22-Oct-2023,81,66.18,Processing
ORD2023885,Walmart,Construction,Fabric Display,"Vancouver, British Columbia",25/05/2023,26-May-2023,55,435.9,Processing
ORD2023886,Rogers,Hospitality,banner print,"Surrey, British Columbia",2023-09-08,09-Sep-2023,89,163.81,Shipped
ORD2023887,Lululemon,Construction,Acrylic Panel,"Edmonton, Alberta",04/10/2023,2023-10-05,11,403.0,Shipped
ORD2023888,Adidas,Hospitality,banner print,"Surrey, British Columbia",18/11/2023,24-Nov-2023,188,$426.14,Delivered
ORD2023889,Bell,Retail,Acrylic Panel,"Vancouver, British Columbia",2023-07-15,2023-07-17,186,$346.34,Delivered
ORD2023890,Lululemon,Events,Banner Print,"Calgary, Alberta",2023-07-30,31-Jul-2023,53,373.87,Processing
ORD2023891,Bell,Sports,LED Signage,"Montreal, Quebec",12/09/2023,18-Sep-2023,177,419.23,Processing
ORD2023892,Bell,Events,Acrylic Panel,"Quebec City, Quebec",2023-06-21,24-Jun-2023,16,$306.97,Shipped
ORD2023893,Rogers,Hospitality,Banner Print," Winnipeg, Manitoba ",04/12/2023,07-Dec-2023,53,$300.29,Processing
ORD2023894,Cineplex,Hospitality,Fabric Display," Winnipeg, Manitoba ",21/12/2023,26-Dec-2023,149,111.12,Processing
ORD2023895,Rogers,Construction,banner print,"Calgary, Alberta",12/09/2023,2023-09-14,112,$450.71,Shipped
ORD2023896,Rogers,Sports,Banner Print,"Toronto, Ontario",2023-11-16,18-Nov-2023,74,$281.61,Shipped
ORD2023897,Walmart,Sports,Banner Print,"Vancouver, British Columbia",21/07/2023,2023-07-25,185,$324.26,Shipped
ORD2023898,Rogers,Sports,Acrylic Panel,"Quebec City, Quebec",20/03/2023,22-Mar-2023,122,$351.51,Delivered
ORD2023899,FIFA,Retail,LED signage,"Montreal, Quebec",2023-10-19,2023-10-22,171,$272.71,Processing
ORD2023900,Nike,Hospitality,Banner Print,"Edmonton, Alberta",2023-09-14,2023-09-19,94,$211.48,Processing
ORD2023901,Bell,Events,LED Signage,"Halifax, Nova Scotia",07/02/2023,11-Feb-2023,41,$13.93,Delivered
ORD2023902,Lululemon,Construction,Lightbox Frame,"Toronto, Ontario",2023-07-27,31-Jul-2023,94,176.75,Delivered
ORD2023903,Adidas,Construction,,"Quebec City, Quebec",2023-02-04,06-Feb-2023,21,79.79,Processing
ORD2023904,FIFA,Events,LED signage,"Brampton, Ontario",14/08/2023,2023-08-17,5,491.73,Delivered
ORD2023905,FIFA,Construction,Banner Print,"Edmonton, Alberta",09/02/2023,2023-02-10,77,58.57,Processing
ORD2023906,Cineplex,Sports,Fabric Display,"Toronto, Ontario",27/03/2023,30-Mar-2023,75,22.97,Shipped
ORD2023907,Bell,Events,Acrylic Panel,"Surrey, British Columbia",2023-11-15,21-Nov-2023,150,78.37,Processing
ORD2023908,Bell,Hospitality,LED Signage,"Vancouver, British Columbia",23/05/2023,2023-05-26,134,$208.76,Delivered
ORD2023909,Lululemon,Sports,Acrylic Panel,"Toronto, Ontario",2023-06-06,11-Jun-2023,29,$393.64,Delivered
ORD2023910,Bell,Hospitality,LED signage,"Surrey, British Columbia",2023-12-04,09-Dec-2023,161,49.38,Shipped
ORD2023911,Walmart,Sports,LED signage,"Brampton, Ontario",31/07/2023,02-Aug-2023,99,162.71,Processing
ORD2023912,Cineplex,Hospitality,LED Signage,"Toronto, Ontario",21/03/2023,23-Mar-2023,134,85.91,Shipped
ORD2023913,Lululemon,Sports,LED signage,"Montreal, Quebec",06/04/2023,11-Apr-2023,155,380.88,Delivered
ORD2023914,FIFA,Hospitality,Lightbox Frame,"Brampton, Ontario",2023-01-10,16-Jan-2023,158,$248.31,Processing
ORD2023915,Nike,Sports,,"Quebec City, Quebec",03/02/2023,2023-02-05,58,$252.22,Processing
ORD2023916,Lululemon,Sports,LED signage,"Brampton, Ontario",2023-09-29,03-Oct-2023,12,329.43,Delivered
ORD2023917,Nike,Events,LED Signage,"Brampton, Ontario",25/01/2023,28-Jan-2023,117,126.24,Processing
ORD2023918,FIFA,Retail,banner print,"Mississauga, Ontario",2023-08-17,23-Aug-2023,161,$297.61,Processing
ORD2023919,Walmart,Retail,Banner Print,"Calgary, Alberta",26/11/2023,02-Dec-2023,194,$125.92,Shipped
ORD2023920,Nike,Sports,Fabric Display,"Calgary, Alberta",2023-08-02,07-Aug-2023,112,394.26,Processing
ORD2023921,Cineplex,Sports,,"Mississauga, Ontario",20/11/2023,2023-11-24,68,$65.41,Delivered
ORD2023922,Cineplex,Hospitality,Banner Print," Winnipeg, Manitoba ",2023-03-02,2023-03-05,79,155.88,Processing
ORD2023923,FIFA,Events,Acrylic Panel,"Toronto, Ontario",03/11/2023,08-Nov-2023,184,184.01,Delivered
ORD2023924,Nike,Construction,LED Signage," Winnipeg, Manitoba ",2023-02-28,03-Mar-2023,199,$385.94,Delivered
ORD2023925,FIFA,Construction,,"Calgary, Alberta",2023-02-15,19-Feb-2023,78,$427.17,Delivered
